cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,,,,,
681,986,39,2020-06-24 18:38:26 UTC,1%,"$79,704.96 ","$108,450.48 ","$28,745.52 ","$3,950.19 ",23,3,Enviada,,,,,
1462,252,39,2022-01-10 21:42:55 UTC,1%,"$115,885.32 ","$210,424.71 ","$94,539.39 ","$3,971.63 ",34,5,Enviada,,,,,
1764,828,39,2021-12-30 15:55:20 UTC,2%,"$53,741.01 ","$76,298.13 ","$22,557.12 ","$1,029.22 ",115,2,Enviada,,,,,
182,27,40,2019-12-16 11:31:22 UTC,1%,"$90,173.76 ","$127,367.03 ","$37,193.27 ","$3,541.70 ",29,2,Enviada,,,,,
1254,607,40,2014-02-11 11:29:35 UTC,2%,"$21,075.99 ","$39,323.96 ","$18,247.97 ","$1,009.70 ",28,2,Enviada,,,,,
1260,662,40,2012-12-10 19:58:43 UTC,1%,"$46,674.15 ","$90,265.84 ","$43,591.69 ","$1,646.36 ",33,4,Enviada,,,,,
1845,528,40,2021-08-11 11:59:58 UTC,1%,"$51,805.02 ","$97,392.24 ","$45,587.22 ",$949.16 ,95,6,Enviada,,,,,
1870,786,40,2021-07-04 20:22:20 UTC,2%,"$67,383.15 ","$99,727.99 ","$32,344.84 ","$2,849.99 ",35,2,Enviada,,,,,
691,713,41,2012-08-16 14:41:07 UTC,1%,"$141,939.18 ","$245,172.53 ","$103,233.35 ","$2,949.74 ",61,0,Enviada,,,,,
1124,144,41,2016-02-18 07:47:02 UTC,2%,"$3,067.28 ","$4,776.17 ","$1,708.89 ",$172.48 ,23,5,Enviada,,,,,
1314,93,41,2010-01-26 07:02:23 UTC,2%,"$27,087.45 ","$37,943.10 ","$10,855.65 ",$603.46 ,95,1,Enviada,,,,,
1638,784,41,2010-07-18 18:46:14 UTC,2%,"$154,093.17 ","$224,203.36 ","$70,110.19 ","$3,901.09 ",72,2,Enviada,,,,,
1650,638,41,2018-11-29 16:22:41 UTC,2%,"$71,752.24 ","$104,875.69 ","$33,123.45 ","$1,645.55 ",119,6,Enviada,,,,,
1686,800,41,2018-05-06 19:19:27 UTC,1%,"$177,277.25 ","$232,496.10 ","$55,218.85 ","$3,047.44 ",94,3,Enviada,,,,,
325,290,42,2012-06-04 21:12:18 UTC,1%,"$59,307.65 ","$81,807.65 ","$22,500.00 ","$1,767.72 ",44,4,Enviada,,,,,
338,712,42,2020-10-02 12:27:15 UTC,2%,"$80,924.74 ","$130,001.32 ","$49,076.58 ","$2,678.34 ",52,2,Enviada,,,,,
1177,828,42,2016-09-02 01:17:34 UTC,1%,"$36,533.84 ","$60,981.72 ","$24,447.88 ","$3,617.14 ",11,5,Enviada,,,,,
584,355,43,2022-01-02 06:37:34 UTC,2%,"$50,411.29 ","$95,061.64 ","$44,650.35 ","$1,668.45 ",44,1,Enviada,,,,,
1009,472,43,2021-04-14 23:45:03 UTC,1%,"$92,799.68 ","$110,491.76 ","$17,692.08 ","$4,646.42 ",23,5,Enviada,,,,,
1246,736,43,2020-03-15 21:31:47 UTC,1%,"$188,058.53 ","$241,025.27 ","$52,966.74 ","$4,419.38 ",59,4,Enviada,,,,,
1570,118,43,2013-01-17 04:29:17 UTC,2%,"$188,145.67 ","$237,620.42 ","$49,474.75 ","$8,126.01 ",30,5,Enviada,,,,,
1759,42,43,2021-01-19 09:33:14 UTC,2%,"$164,590.18 ","$199,065.77 ","$34,475.59 ","$8,780.73 ",25,5,Enviada,,,,,
1818,807,43,2015-04-22 15:43:04 UTC,2%,"$99,051.99 ","$173,346.11 ","$74,294.12 ","$13,720.43 ",8,2,Enviada,,,,,
599,425,44,2011-04-30 04:56:48 UTC,1%,"$169,146.01 ","$241,497.60 ","$72,351.59 ","$2,209.01 ",119,3,Enviada,,,,,
213,543,45,2017-08-19 10:27:16 UTC,1%,"$119,207.20 ","$161,992.55 ","$42,785.35 ","$2,217.60 ",98,6,Enviada,,,,,
313,410,45,2010-12-26 12:16:43 UTC,2%,"$53,872.91 ","$98,115.43 ","$44,242.52 ","$1,521.56 ",82,4,Enviada,,,,,
323,995,45,2017-05-06 14:13:49 UTC,2%,"$79,058.02 ","$122,381.21 ","$43,323.19 ","$1,916.17 ",99,3,Enviada,,,,,
725,74,45,2013-10-30 07:25:35 UTC,2%,"$34,692.12 ","$50,829.70 ","$16,137.58 ",$904.14 ,61,3,Enviada,,,,,
854,69,45,2011-10-17 05:46:43 UTC,1%,"$142,570.85 ","$249,417.73 ","$106,846.88 ","$4,531.34 ",37,6,Enviada,,,,,
1038,869,45,2021-10-11 21:46:17 UTC,2%,"$110,637.04 ","$151,119.98 ","$40,482.94 ","$5,006.87 ",32,6,Enviada,,,,,
1055,487,45,2018-01-03 23:02:39 UTC,1%,"$47,878.02 ","$86,591.03 ","$38,713.01 ","$1,222.63 ",52,3,Enviada,,,,,
1507,442,45,2016-06-28 03:46:21 UTC,2%,"$44,850.46 ","$74,367.28 ","$29,516.82 ","$4,700.83 ",11,5,Enviada,,,,,
1604,951,45,2012-05-08 17:22:56 UTC,2%,"$156,615.47 ","$187,324.21 ","$30,708.74 ","$4,336.57 ",70,0,Enviada,,,,,
1635,309,45,2016-01-01 02:48:16 UTC,2%,"$124,807.59 ","$156,702.31 ","$31,894.72 ","$2,767.83 ",89,1,Enviada,,,,,
1682,561,45,2012-08-16 07:19:49 UTC,1%,"$101,157.39 ","$141,781.50 ","$40,624.11 ","$4,824.43 ",24,0,Enviada,,,,,
610,99,46,2013-06-14 01:53:47 UTC,2%,"$32,896.76 ","$39,518.72 ","$6,621.96 ",$826.40 ,98,2,Enviada,,,,,
767,791,46,2012-04-22 07:35:34 UTC,2%,"$86,229.18 ","$150,698.48 ","$64,469.30 ","$22,464.76 ",4,4,Enviada,,,,,
946,600,46,2020-12-26 09:55:29 UTC,2%,"$10,416.91 ","$15,278.88 ","$4,861.97 ",$311.79 ,67,3,Enviada,,,,,
978,659,46,2013-11-19 15:32:03 UTC,1%,"$123,652.70 ","$229,884.11 ","$106,231.41 ","$2,958.55 ",65,2,Enviada,,,,,
1475,645,46,2012-03-25 02:52:19 UTC,2%,"$112,197.95 ","$134,935.01 ","$22,737.06 ","$2,845.62 ",103,3,Enviada,,,,,
1936,143,46,2017-09-13 23:31:27 UTC,2%,"$68,323.02 ","$84,116.03 ","$15,793.01 ","$2,297.82 ",42,5,Enviada,,,,,
427,671,47,2016-07-18 06:24:40 UTC,1%,"$161,195.63 ","$219,424.00 ","$58,228.37 ","$3,165.60 ",67,6,Enviada,,,,,
882,165,47,2013-01-05 16:19:41 UTC,2%,"$130,289.14 ","$158,741.84 ","$28,452.70 ","$15,825.61 ",9,4,Enviada,,,,,
437,646,48,2017-07-01 00:57:57 UTC,2%,"$102,471.71 ","$139,788.66 ","$37,316.95 ","$3,315.15 ",53,1,Enviada,,,,,
1597,256,48,2011-02-10 21:05:16 UTC,1%,"$31,638.70 ","$48,318.00 ","$16,679.30 ","$3,381.83 ",10,5,Enviada,,,,,
1994,222,48,2012-03-10 22:40:21 UTC,1%,"$182,080.64 ","$225,724.15 ","$43,643.51 ","$3,505.26 ",98,3,Enviada,,,,,
491,193,49,2014-12-18 17:39:14 UTC,2%,"$69,834.69 ","$126,972.97 ","$57,138.28 ","$1,335.56 ",106,2,Enviada,,,,,
629,872,49,2016-11-16 15:09:53 UTC,2%,"$45,029.86 ","$58,377.64 ","$13,347.78 ","$1,198.33 ",77,1,Enviada,,,,,
973,754,49,2018-09-21 11:46:41 UTC,1%,"$112,058.13 ","$216,639.65 ","$104,581.52 ","$2,161.79 ",76,6,Enviada,,,,,
1164,276,49,2022-09-15 04:18:16 UTC,2%,"$81,768.64 ","$163,246.11 ","$81,477.47 ","$1,709.82 ",108,1,Enviada,,,,,
1186,922,49,2012-06-22 12:24:15 UTC,1%,"$103,774.64 ","$126,481.67 ","$22,707.03 ","$1,904.25 ",113,4,Enviada,,,,,
1205,439,49,2011-06-09 04:17:45 UTC,2%,"$173,133.52 ","$236,271.15 ","$63,137.63 ","$4,536.42 ",69,4,Enviada,,,,,
1354,712,49,2016-11-30 20:34:04 UTC,2%,"$89,012.96 ","$158,863.72 ","$69,850.76 ","$2,088.01 ",77,3,Enviada,,,,,
1921,51,49,2022-02-20 19:00:42 UTC,2%,"$107,165.07 ","$165,158.72 ","$57,993.65 ","$2,212.16 ",94,3,Enviada,,,,,
1548,965,50,2020-12-21 19:50:19 UTC,1%,"$75,743.01 ","$100,845.96 ","$25,102.95 ","$1,971.82 ",49,6,Enviada,,,,,
170,23,51,2015-09-14 03:02:11 UTC,2%,"$76,505.07 ","$94,013.94 ","$17,508.87 ","$16,170.00 ",5,2,Enviada,,,,,
272,912,51,2011-10-13 23:37:57 UTC,2%,"$27,855.31 ","$51,968.60 ","$24,113.29 ",$516.38 ,119,0,Enviada,,,,,
472,806,51,2011-04-21 01:58:34 UTC,1%,"$102,638.22 ","$124,608.80 ","$21,970.58 ","$5,046.32 ",23,4,Enviada,,,,,
1094,414,51,2015-01-22 16:32:59 UTC,1%,"$39,981.23 ","$55,367.03 ","$15,385.80 ","$1,040.05 ",47,6,Enviada,,,,,
1283,7,51,2019-04-28 21:12:55 UTC,1%,"$115,084.66 ","$190,093.65 ","$75,008.99 ","$2,907.46 ",57,2,Enviada,,,,,
1600,498,51,2017-05-13 12:26:48 UTC,1%,"$139,121.30 ","$219,039.21 ","$79,917.91 ","$2,285.58 ",120,3,Enviada,,,,,
1749,417,51,2011-08-26 02:37:13 UTC,1%,"$171,358.66 ","$238,501.49 ","$67,142.83 ","$4,037.84 ",64,1,Enviada,,,,,
804,734,52,2021-08-19 04:07:12 UTC,1%,"$57,709.83 ","$68,976.53 ","$11,266.70 ","$1,385.89 ",57,5,Enviada,,,,,
818,34,52,2012-06-11 12:58:01 UTC,1%,"$29,117.43 ","$42,525.57 ","$13,408.14 ",$469.90 ,110,4,Enviada,,,,,
920,911,52,2020-09-25 07:08:27 UTC,1%,"$42,931.19 ","$73,757.17 ","$30,825.98 ",$624.91 ,120,4,Enviada,,,,,
1581,581,52,2014-07-19 07:38:52 UTC,1%,"$67,933.35 ","$115,153.35 ","$47,220.00 ","$1,453.27 ",76,6,Enviada,,,,,
1644,982,52,2022-04-18 13:58:35 UTC,2%,"$176,429.51 ","$236,059.85 ","$59,630.34 ","$3,518.36 ",96,2,Enviada,,,,,
1757,83,52,2015-09-02 22:18:36 UTC,2%,"$32,836.10 ","$53,486.63 ","$20,650.53 ","$1,242.94 ",42,2,Enviada,,,,,
54,261,53,2016-01-30 14:30:43 UTC,2%,"$72,148.10 ","$133,986.48 ","$61,838.38 ","$1,490.53 ",118,6,Enviada,,,,,
206,520,53,2016-06-13 01:20:17 UTC,1%,"$144,955.26 ","$212,496.89 ","$67,541.63 ","$2,742.63 ",101,1,Enviada,,,,,
788,118,53,2021-09-18 11:00:39 UTC,2%,"$16,507.03 ","$30,524.88 ","$14,017.85 ","$1,307.85 ",15,2,Enviada,,,,,
897,876,53,2019-10-02 14:10:40 UTC,2%,"$71,852.57 ","$129,520.15 ","$57,667.58 ","$2,554.60 ",49,1,Enviada,,,,,
1020,264,53,2010-08-07 03:50:13 UTC,1%,"$100,570.21 ","$186,753.92 ","$86,183.71 ","$1,765.71 ",101,2,Enviada,,,,,
1036,9,53,2021-02-12 15:45:40 UTC,1%,"$7,407.43 ","$9,572.69 ","$2,165.26 ",$218.55 ,41,4,Enviada,,,,,
1245,716,53,2022-01-12 07:49:01 UTC,2%,"$163,396.47 ","$218,434.06 ","$55,037.59 ","$7,218.41 ",28,0,Enviada,,,,,
1424,124,53,2011-08-17 04:00:58 UTC,1%,"$157,556.26 ","$229,150.72 ","$71,594.46 ","$11,993.37 ",14,2,Enviada,,,,,
1826,616,53,2010-09-04 06:46:21 UTC,1%,"$152,168.84 ","$183,687.90 ","$31,519.06 ","$4,213.62 ",51,5,Enviada,,,,,
1931,899,53,2011-04-28 12:55:00 UTC,2%,"$37,488.76 ","$74,713.76 ","$37,225.00 ","$1,028.25 ",86,6,Enviada,,,,,
357,213,54,2014-09-28 06:01:14 UTC,1%,"$127,569.62 ","$150,784.84 ","$23,215.22 ","$3,142.96 ",52,5,Enviada,,,,,
418,53,54,2015-06-06 09:13:32 UTC,1%,"$39,243.68 ","$55,878.50 ","$16,634.82 ",$705.79 ,114,0,Enviada,,,,,
643,885,54,2022-01-21 12:56:10 UTC,2%,"$118,694.57 ","$202,025.12 ","$83,330.55 ","$4,327.61 ",42,5,Enviada,,,,,
1194,963,54,2011-03-12 23:33:39 UTC,1%,"$94,802.43 ","$129,005.63 ","$34,203.20 ","$1,760.46 ",100,6,Enviada,,,,,
1504,485,54,2010-06-19 08:17:58 UTC,2%,"$186,991.78 ","$243,210.81 ","$56,219.03 ","$4,714.57 ",107,4,Enviada,,,,,
1797,637,54,2018-03-10 00:49:24 UTC,1%,"$81,512.82 ","$154,692.24 ","$73,179.42 ","$1,611.17 ",82,6,Enviada,,,,,
1905,273,54,2012-05-11 15:06:03 UTC,2%,"$81,239.86 ","$143,280.23 ","$62,040.37 ","$1,845.42 ",83,6,Enviada,,,,,
95,660,55,2021-03-10 06:50:09 UTC,2%,"$60,076.66 ","$74,316.24 ","$14,239.58 ","$1,847.46 ",46,3,Enviada,,,,,
975,684,55,2020-02-05 23:42:49 UTC,2%,"$21,900.04 ","$26,250.95 ","$4,350.91 ",$877.60 ,34,0,Enviada,,,,,
1062,923,55,2013-12-16 12:48:43 UTC,1%,"$36,855.89 ","$64,696.45 ","$27,840.56 ","$9,424.54 ",4,1,Enviada,,,,,
1198,288,55,2015-08-27 08:08:58 UTC,2%,"$53,603.50 ","$101,218.96 ","$47,615.46 ","$3,575.47 ",18,0,Enviada,,,,,
1294,965,55,2020-01-03 06:53:28 UTC,1%,"$59,734.19 ","$87,687.59 ","$27,953.40 ","$5,449.18 ",12,6,Enviada,,,,,
1902,519,55,2022-11-17 02:28:58 UTC,2%,"$196,985.26 ","$247,231.97 ","$50,246.71 ","$19,876.50 ",11,3,Enviada,,,,,
82,129,56,2021-11-24 10:37:20 UTC,1%,"$145,593.87 ","$244,313.43 ","$98,719.56 ","$2,794.40 ",77,0,Enviada,,,,,
456,859,56,2010-11-06 06:17:38 UTC,1%,"$9,816.42 ","$16,567.10 ","$6,750.68 ",$211.21 ,66,3,Enviada,,,,,
1217,844,56,2021-04-28 21:00:18 UTC,1%,"$190,603.27 ","$224,866.82 ","$34,263.55 ","$6,014.52 ",39,2,Enviada,,,,,
79,114,57,2015-12-17 15:37:23 UTC,1%,"$87,239.71 ","$123,207.06 ","$35,967.35 ","$1,591.27 ",83,2,Enviada,,,,,
224,697,57,2016-08-11 11:35:34 UTC,2%,"$92,541.68 ","$142,749.33 ","$50,207.65 ","$1,776.78 ",106,3,Enviada,,,,,
537,823,57,2022-10-23 20:14:45 UTC,1%,"$16,507.53 ","$29,357.06 ","$12,849.53 ",$897.69 ,21,5,Enviada,,,,,
1658,193,57,2013-12-26 07:07:03 UTC,1%,"$29,155.84 ","$49,624.09 ","$20,468.25 ",$398.45 ,114,3,Enviada,,,,,
66,854,58,2010-06-15 21:18:53 UTC,1%,"$92,200.26 ","$154,975.23 ","$62,774.97 ","$1,492.23 ",88,0,Enviada,,,,,
219,567,58,2018-10-24 17:30:48 UTC,1%,"$67,254.87 ","$80,356.64 ","$13,101.77 ","$1,209.44 ",87,6,Enviada,,,,,
388,53,58,2012-03-13 23:08:10 UTC,2%,"$90,272.28 ","$112,630.73 ","$22,358.45 ","$2,658.53 ",68,2,Enviada,,,,,
932,475,58,2022-02-14 19:07:13 UTC,2%,"$88,283.09 ","$117,348.32 ","$29,065.23 ","$2,254.13 ",67,4,Enviada,,,,,
1987,584,58,2012-06-13 01:31:10 UTC,1%,"$128,475.84 ","$156,285.99 ","$27,810.15 ","$3,868.38 ",40,6,Enviada,,,,,
550,129,59,2014-12-06 14:46:00 UTC,2%,"$133,679.14 ","$249,763.13 ","$116,083.99 ","$3,515.57 ",75,5,Enviada,,,,,
1732,897,59,2015-04-01 00:18:46 UTC,1%,"$127,680.76 ","$163,284.53 ","$35,603.77 ","$3,881.21 ",40,5,Enviada,,,,,
1733,893,59,2013-01-26 13:05:13 UTC,1%,"$59,498.98 ","$112,145.98 ","$52,647.00 ","$1,270.47 ",75,2,Enviada,,,,,
1856,849,59,2022-09-13 00:56:34 UTC,2%,"$102,305.04 ","$158,163.32 ","$55,858.28 ","$2,768.98 ",95,0,Enviada,,,,,
62,264,60,2012-06-28 10:33:35 UTC,2%,"$140,136.89 ","$184,848.44 ","$44,711.55 ","$12,033.42 ",13,6,Enviada,,,,,
106,114,60,2021-01-27 03:13:52 UTC,1%,"$95,446.24 ","$131,196.90 ","$35,750.66 ","$1,495.19 ",96,3,Enviada,,,,,
1680,576,60,2019-09-03 17:41:19 UTC,2%,"$113,297.73 ","$189,031.05 ","$75,733.32 ","$2,422.57 ",120,1,Enviada,,,,,
133,89,61,2013-02-06 06:47:15 UTC,1%,"$17,764.23 ","$35,204.53 ","$17,440.30 ",$575.87 ,36,5,Enviada,,,,,
736,425,61,2019-02-04 02:14:27 UTC,1%,"$126,647.97 ","$223,793.09 ","$97,145.12 ","$2,386.74 ",81,0,Enviada,,,,,
1209,463,61,2011-04-05 23:47:32 UTC,1%,"$62,508.06 ","$88,360.64 ","$25,852.58 ","$1,524.62 ",55,4,Enviada,,,,,
1299,229,61,2013-02-15 11:53:06 UTC,1%,"$123,947.87 ","$184,731.32 ","$60,783.45 ","$4,059.17 ",38,1,Enviada,,,,,
1589,311,61,2015-01-05 12:26:37 UTC,1%,"$165,366.86 ","$208,017.36 ","$42,650.50 ","$4,805.96 ",48,0,Enviada,,,,,
1623,788,61,2013-03-03 02:24:28 UTC,2%,"$139,271.38 ","$181,642.02 ","$42,370.64 ","$2,891.60 ",116,1,Enviada,,,,,
1831,837,61,2020-10-27 17:59:31 UTC,2%,"$67,658.76 ","$132,181.85 ","$64,523.09 ","$8,281.33 ",9,4,Enviada,,,,,
1857,795,61,2020-01-23 02:09:28 UTC,2%,"$102,778.60 ","$126,171.01 ","$23,392.41 ","$2,548.07 ",93,0,Enviada,,,,,
1317,752,62,2012-03-01 02:57:23 UTC,1%,"$51,392.65 ","$102,016.69 ","$50,624.04 ","$52,004.22 ",1,3,Enviada,,,,,
1342,129,62,2022-01-28 19:41:42 UTC,1%,"$178,222.69 ","$238,769.73 ","$60,547.04 ","$3,584.81 ",71,1,Enviada,,,,,
1460,302,62,2021-10-22 06:18:32 UTC,2%,"$161,765.46 ","$197,885.02 ","$36,119.56 ","$3,603.91 ",112,1,Enviada,,,,,
739,651,63,2017-03-01 07:28:46 UTC,2%,"$33,044.31 ","$52,467.39 ","$19,423.08 ","$8,735.16 ",4,6,Enviada,,,,,
741,790,63,2022-02-18 15:22:05 UTC,2%,"$86,135.10 ","$135,081.00 ","$48,945.90 ","$2,295.51 ",56,0,Enviada,,,,,
782,957,63,2010-01-31 13:19:05 UTC,1%,"$2,806.88 ","$5,295.01 ","$2,488.13 ",$158.69 ,20,1,Enviada,,,,,
1264,187,63,2016-02-03 03:32:06 UTC,2%,"$131,337.58 ","$221,227.00 ","$89,889.42 ","$7,294.87 ",24,4,Enviada,,,,,
1355,790,63,2019-04-28 22:47:14 UTC,2%,"$156,092.67 ","$198,307.89 ","$42,215.22 ","$19,462.99 ",9,6,Enviada,,,,,
239,130,64,2021-06-17 06:07:59 UTC,1%,"$41,822.96 ","$70,311.97 ","$28,489.01 ",$776.21 ,92,0,Enviada,,,,,
370,883,64,2020-07-26 15:26:19 UTC,1%,"$77,630.22 ","$131,066.34 ","$53,436.12 ","$1,880.00 ",64,0,Enviada,,,,,
965,561,64,2019-04-03 18:27:40 UTC,1%,"$105,272.70 ","$138,722.78 ","$33,450.08 ","$3,133.58 ",40,3,Enviada,,,,,
1224,304,64,2015-10-28 18:05:21 UTC,2%,"$113,166.51 ","$203,313.53 ","$90,147.02 ","$2,903.33 ",101,2,Enviada,,,,,
1901,478,64,2012-08-31 12:42:50 UTC,2%,"$152,575.42 ","$245,759.12 ","$93,183.70 ","$3,473.00 ",104,6,Enviada,,,,,
1221,833,65,2015-11-16 03:13:32 UTC,1%,"$148,787.58 ","$212,724.26 ","$63,936.68 ","$3,492.96 ",60,4,Enviada,,,,,
1822,553,65,2016-02-15 00:01:02 UTC,2%,"$103,721.61 ","$135,291.33 ","$31,569.72 ","$2,380.51 ",115,6,Enviada,,,,,
1851,971,65,2013-02-23 06:49:28 UTC,2%,"$101,945.44 ","$143,036.28 ","$41,090.84 ","$2,658.54 ",76,6,Enviada,,,,,
1896,564,65,2017-07-26 04:20:18 UTC,1%,"$98,056.87 ","$136,656.48 ","$38,599.61 ","$5,346.72 ",20,3,Enviada,,,,,
482,512,66,2016-02-07 08:24:49 UTC,1%,"$11,079.03 ","$20,365.44 ","$9,286.41 ",$219.89 ,68,4,Enviada,,,,,
860,464,66,2017-11-28 06:45:07 UTC,2%,"$22,076.46 ","$27,852.07 ","$5,775.61 ",$647.61 ,50,3,Enviada,,,,,
1310,380,66,2022-08-12 06:14:09 UTC,2%,"$47,722.81 ","$80,115.51 ","$32,392.70 ","$1,014.93 ",97,6,Enviada,,,,,
1423,379,66,2011-02-27 00:03:16 UTC,2%,"$174,870.84 ","$237,069.16 ","$62,198.32 ","$3,977.65 ",80,1,Enviada,,,,,
1538,925,66,2013-07-15 14:40:07 UTC,1%,"$93,043.10 ","$140,029.33 ","$46,986.23 ","$1,610.50 ",79,2,Enviada,,,,,
1711,640,66,2021-10-27 10:13:35 UTC,2%,"$120,893.69 ","$195,580.94 ","$74,687.25 ","$3,231.63 ",109,3,Enviada,,,,,
1805,188,66,2017-09-30 06:09:43 UTC,2%,"$132,617.54 ","$171,432.42 ","$38,814.88 ","$10,624.57 ",15,0,Enviada,,,,,
1930,131,66,2010-06-22 01:51:55 UTC,1%,"$123,850.28 ","$241,343.23 ","$117,492.95 ","$1,687.72 ",111,3,Enviada,,,,,
21,393,67,2016-10-14 04:52:38 UTC,1%,"$35,952.40 ","$56,942.45 ","$20,990.05 ",$570.02 ,93,6,Enviada,,,,,
509,846,67,2016-02-03 18:04:11 UTC,2%,"$16,784.99 ","$30,270.81 ","$13,485.82 ",$489.53 ,56,1,Enviada,,,,,
1029,505,67,2012-12-18 00:49:39 UTC,1%,"$68,002.72 ","$101,077.39 ","$33,074.67 ","$1,713.53 ",60,2,Enviada,,,,,
1309,428,67,2012-02-24 03:46:10 UTC,1%,"$51,894.05 ","$79,197.45 ","$27,303.40 ","$1,133.49 ",62,5,Enviada,,,,,
1614,175,67,2014-02-13 19:47:49 UTC,2%,"$162,254.93 ","$228,789.70 ","$66,534.77 ","$4,835.63 ",51,2,Enviada,,,,,
150,894,68,2019-12-28 06:30:06 UTC,2%,"$79,253.65 ","$140,411.41 ","$61,157.76 ","$4,042.04 ",27,3,Enviada,,,,,
1713,890,68,2022-01-26 09:46:22 UTC,2%,"$140,006.35 ","$227,540.41 ","$87,534.06 ","$3,967.93 ",63,2,Enviada,,,,,
1790,751,68,2017-06-26 21:46:25 UTC,2%,"$44,649.40 ","$67,807.04 ","$23,157.64 ","$5,457.20 ",9,1,Enviada,,,,,
50,638,69,2020-01-13 21:31:38 UTC,1%,"$105,866.55 ","$146,396.58 ","$40,530.03 ","$1,546.06 ",115,5,Enviada,,,,,
522,406,69,2015-08-13 20:46:27 UTC,1%,"$16,451.61 ","$32,541.69 ","$16,090.08 ",$996.84 ,19,0,Enviada,,,,,
564,120,69,2016-11-13 05:53:13 UTC,2%,"$122,112.43 ","$155,647.34 ","$33,534.91 ","$4,129.91 ",42,3,Enviada,,,,,
798,481,69,2011-04-30 06:14:34 UTC,1%,"$182,890.06 ","$220,982.08 ","$38,092.02 ","$3,759.73 ",71,6,Enviada,,,,,
1008,419,69,2013-09-10 04:12:25 UTC,1%,"$79,156.38 ","$108,353.50 ","$29,197.12 ","$1,128.18 ",108,5,Enviada,,,,,
125,162,70,2016-11-01 19:16:02 UTC,2%,"$172,127.84 ","$231,919.58 ","$59,791.74 ","$12,134.55 ",17,0,Enviada,,,,,
498,930,70,2015-03-10 14:20:42 UTC,2%,"$80,208.79 ","$123,827.47 ","$43,618.68 ","$1,936.98 ",86,1,Enviada,,,,,
722,667,70,2019-08-19 16:16:46 UTC,2%,"$9,807.05 ","$16,436.54 ","$6,629.49 ",$667.98 ,17,3,Enviada,,,,,
926,6,70,2013-04-08 08:49:11 UTC,1%,"$103,685.74 ","$159,630.45 ","$55,944.71 ","$2,803.76 ",53,3,Enviada,,,,,
1701,520,70,2017-07-27 12:57:36 UTC,2%,"$115,989.26 ","$228,157.36 ","$112,168.10 ","$3,357.18 ",61,4,Enviada,,,,,
204,71,71,2012-07-10 22:04:23 UTC,2%,"$40,042.40 ","$75,600.76 ","$35,558.36 ","$8,611.56 ",5,4,Enviada,,,,,
402,381,71,2016-01-03 21:46:32 UTC,2%,"$149,254.43 ","$187,154.59 ","$37,900.16 ","$4,093.09 ",97,2,Enviada,,,,,
1240,473,71,2022-12-13 23:09:30 UTC,1%,"$133,818.69 ","$161,455.28 ","$27,636.59 ","$7,360.85 ",21,0,Enviada,,,,,
1422,933,71,2020-01-27 19:26:17 UTC,1%,"$111,889.34 ","$201,769.91 ","$89,880.57 ","$1,571.19 ",109,6,Enviada,,,,,
1443,214,71,2017-07-29 02:45:57 UTC,2%,"$160,636.69 ","$204,113.58 ","$43,476.89 ","$6,115.54 ",39,0,Enviada,,,,,
301,915,72,2014-02-17 22:43:51 UTC,2%,"$44,531.83 ","$57,906.49 ","$13,374.66 ","$1,689.15 ",41,4,Enviada,,,,,
398,633,72,2020-11-08 20:26:11 UTC,2%,"$74,174.61 ","$140,472.94 ","$66,298.33 ","$10,138.66 ",8,5,Enviada,,,,,
519,236,72,2020-07-31 00:05:45 UTC,1%,"$151,129.51 ","$211,434.59 ","$60,305.08 ","$3,333.12 ",65,1,Enviada,,,,,
683,962,72,2019-06-05 18:19:13 UTC,1%,"$70,895.40 ","$121,907.06 ","$51,011.66 ","$2,226.87 ",42,3,Enviada,,,,,
794,132,72,2019-12-10 10:06:24 UTC,2%,"$136,153.25 ","$166,874.28 ","$30,721.03 ","$3,620.24 ",58,2,Enviada,,,,,
1129,39,72,2016-09-08 07:30:40 UTC,1%,"$157,306.03 ","$218,078.88 ","$60,772.85 ","$2,675.04 ",106,1,Enviada,,,,,
1242,309,72,2016-07-21 23:37:00 UTC,1%,"$6,546.07 ","$10,427.00 ","$3,880.93 ",$121.53 ,85,1,Enviada,,,,,
1250,559,72,2020-09-10 09:32:33 UTC,1%,"$9,183.70 ","$18,148.50 ","$8,964.80 ",$204.13 ,73,6,Enviada,,,,,
1662,693,72,2021-03-14 01:34:29 UTC,2%,"$205,244.56 ","$247,930.69 ","$42,686.13 ","$5,942.47 ",59,4,Enviada,,,,,
1775,416,72,2019-01-13 21:40:21 UTC,2%,"$85,339.45 ","$113,864.48 ","$28,525.03 ","$1,883.46 ",116,1,Enviada,,,,,
94,17,73,2021-01-15 07:58:32 UTC,2%,"$49,088.57 ","$88,730.23 ","$39,641.66 ","$1,288.98 ",118,2,Enviada,,,,,
210,28,73,2010-09-02 22:06:54 UTC,2%,"$68,031.96 ","$110,541.92 ","$42,509.96 ","$1,910.89 ",67,6,Enviada,,,,,
296,625,73,2013-02-17 14:51:41 UTC,1%,"$119,989.83 ","$181,040.55 ","$61,050.72 ","$2,469.68 ",82,2,Enviada,,,,,
